"id","ver","name","type","state","created","updated","checksum"
"1","0000","init","schema","SUCCESSFUL","2025-10-08 02:02:19","2025-10-08 02:02:19","8f806e730fa5ce5ec9b7a91fe8807ad1f9387d9f"
